id	Name	id_sub	Town	Prefecture	lat	long	facility type	corroboration level	ETNAM 	Shawn Zhang list	Shawn Zhang #	ASPI 2020 #	XJVDB	Media reports	Researchers	Links	Links 2	Links 3	Links 4
950	Awat - II	B	Awat	Aksu	40.6419894557082	80.3665753233523	camp	Satellite - medium	C_AQ11 			102							
951	Yining County - VIII		Yining County	Ili	43.9758039197748	81.5291244001178	camp	corroborated		Shawn Zhang	24	133				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-24-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-24-3f39057838fe			
952	Yining County - X		Yining County	Ili	43.9830904649009	81.5268639076311	camp	corroborated		Shawn Zhang	24	147				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-24-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-24-3f39057838fe			
953	Dabancheng - I	B	Dabancheng	örÅmqi	43.3839649387605	88.2998348961873	prison - medium security	sub-compound											
954	Yutian - II	A	Yutian	Hotan	36.8350388669565	81.7587537765264	detention center	sub-compound				26							
955	Hotan City - I	B	Hotan City	Hotan	37.1639364716767	79.8649934766837	detention center	sub-compound				211							
956	Yecheng - I	C	Yecheng	Kashgar	37.9142308692382	77.3473041900405	camp	sub-compound				17							
957	Karakax - VIII	B	Karakax	Hotan	37.1088112711092	79.6377839351542	camp	sub-compound											
958	Shufu - I	A	Shufu	Kashgar	39.3601367188314	75.8643916989575	detention center	sub-compound				136							
959	Hotan County - I	B	Hotan County	Hotan	37.2517057696496	79.8458414020889	camp	sub-compound				232							
960	Hotan County - I	C	Hotan County	Hotan	37.2508494893255	79.852879518544	detention center	sub-compound				203							
961	Kashgar - II	B	Kashgar	Kashgar	39.4542083195094	76.1088388941982	camp	sub-compound				227							
962	Wensu - I	B	Wensu	Aksu	41.3456659908993	80.2402359110565	detention center	sub-compound				129							
963	Lop - I	C	Lop	Hotan	37.1023720270591	80.1808888793815	camp	sub-compound											
964	Lop - I	B	Lop	Hotan	37.1042149540037	80.1814280033935	camp	sub-compound				94							
965	Lop - V		Lop	Hotan	37.1012947812407	80.1780217483082	camp	probably closed				41							
966	Yining County - I	B	Yining County	Ili	44.0012278177236	81.53103114122	detention center	sub-compound				144							
967	Qiemo - III		Qiemo	Bayingolin	38.101176232519	85.5785552356721	detention center	corroborated	P_KO19, C_KO10 	Shawn Zhang	65	214				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-65-%E6%96%B0%E7%96%86%E5%86%8D%E6%95%99%E8%82%B2%E9%9B%86%E4%B8%AD%E8%90%A5%E5%8D%AB%E6%98%9F%E5%9B%BE-65-8777020022af			
968	Makit - I	A	Makit	Kashgar	38.8371963187365	77.7053186986648	detention center	sub-compound				256							
969	Makit - I	C	Makit	Kashgar	38.8378303354163	77.7116057965957	camp	sub-compound											
970	Qira - II	B	Qira	Hotan	36.9660644414388	80.8125624204245	camp	sub-compound				99							
971	Yengisar - I	A	Yengisar	Kashgar	38.9372877940418	76.0559131212112	detention center	sub-compound				82							
972	Korla - V	B	Korla	Bayingolin	41.7200924494454	86.2922437570201	camp	sub-compound											
973	Zepu - II	B	Zepu	Kashgar	38.079535936335	77.2157215677927	camp	sub-compound				301							
974	Altay - I	B	Altay	Altay	47.7369577411767	88.05455607109	prison - medium security	sub-compound											
975	Barkol - III	B	Barkol	Hami	43.6001067840304	92.9601337081865	camp	sub-compound											
976	Kuqa - III	A	Kuqa	Aksu	41.7527865001978	83.0226559913781	detention center	sub-compound											
977	Kuqa - III	C	Kuqa	Aksu	41.7513331632112	83.0200059688714	prison - medium security	sub-compound				169							
978	Jinghe - I	B	Jinghe	Bortala	44.5430689937027	82.9157099203324	camp	sub-compound				123							
980	Usu - VIII		Usu	Tacheng	44.3740253518013	84.7626999495763	prison - medium security	corroborated				178	XJV DB			https://shahit.biz/eng/#facilities			
981	Wuqia - III		Wuqia	Kizilsu	39.7098834332054	75.1845722603776	camp	Satellite - strong				160							
982	Xayar - III		Xayar	Aksu	41.0045308110149	82.8839286032289	prison - medium security	Satellite - strong				287							
983			Xayar	Aksu	41.0220743794681	82.8501888480825		Pre-2016 programme											
984			Xayar	Aksu	41.0128370862025	82.9104295709322		Pre-2016 programme											
985			Xayar	Aksu	40.9924476982539	82.8873621331943		Pre-2016 programme											
986			Xayar	Aksu	41.0319950323209	82.9493617099152		Pre-2016 programme											
987			Xayar	Aksu	41.0173567677047	82.9857256215837		Pre-2016 programme											
988			Xayar	Aksu	41.0530675871491	82.7513327639707		Pre-2016 programme											
989	Tacheng - I	B	Tacheng	Tacheng	46.7948061695034	83.0711585560678	camp	sub-compound											
990	Wushi - II	A	Wushi	Aksu	41.2078951513866	79.2038322369469	detention center	sub-compound				177							
991	Wushi - II	C	Wushi	Aksu	41.2100562765079	79.2023811618698	camp	sub-compound				185							
992	Lop - VI		Lop	Hotan	37.0455968514205	80.2407590940924	camp	Satellite - medium				139			OSM				
995	Yining City - VIII		Yining City	Ili	43.8961081196602	81.3136680006653	camp	corroborated		Shawn Zhang	92	342		Bitter Winter	OSM	https://zh.bitterwinter.org/handicraft-production-base-converted-into-Pre-2016 programme - detention centre/			
997	Pishan - III		Pishan	Hotan	37.567248505476	78.2943617834557	camp	Satellite - medium				62			OSM				
998	Emin - II		Emin	Tacheng	46.6390237644213	83.616096651552	camp	corroborated				359	XJV DB	RFA	OSM	https://www.rfa.org/uyghur/xewerler/kishilik-hoquq/erpan-hezimjan-terbiyeleshte-04162018153838.html	https://shahit.biz/eng/#facilities		
999			Maralbishi	Kashgar	39.6825090117649	78.0242461744108		Pre-2016 programme							Laogai handbook	https://web.archive.org/web/20120228232013/http://www.laogai.it/wp-content/uploads/2009/06/laogai-handbook.pdf			
1000	Dushanzi - I	B	Dushanzi	Karamay	44.3306204562181	84.8227897429555	camp	sub-compound											
1001	Kuytun - I	B	Kuytun	Ili	44.4125033110181	85.0709910832098	camp	sub-compound				118							
1002	Shawan - I	B	Shawan	Tacheng	44.3460065641046	85.6295102074875	camp	sub-compound				242							
1003	Shawan - III		Shawan	Tacheng	44.3470807085698	85.6389515832199	prison - high security	Satellite - strong				239							
1004	Kunyu - III		Kunyu	XPCC	37.2334915405911	79.3160120426665	detention center	Satellite - strong				365							
1006	Bachu - X		Bachu	Kashgar	39.784210486186	78.5610538902249	camp	Satellite - medium											
1007	Hoxud - II		Hoxud	Bayingolin	42.2557213625953	86.8526999235681	camp	Satellite - medium											
1009	Gaochang - VII		Gaochang	Turpan	42.9793531307681	89.1728379876223	camp	Satellite - medium				134							
1010	Zhaosu - I	B	Zhaosu	Ili	43.1812362847398	81.1344585016069	camp	sub-compound											
1011	Zhaosu - I	C	Zhaosu	Ili	43.180856588384	81.1350646808443	camp	sub-compound											
1012	Zhaosu - I	D	Zhaosu	Ili	43.1826442178727	81.1347884133158	camp	sub-compound				113							
1013	Hotan City - II	B	Hotan City	Hotan	37.1289650239411	79.969849395052	camp	sub-compound											
1014	Hotan City - II	C	Hotan City	Hotan	37.1323651407675	79.970203446642	camp	sub-compound											
1015	Xayar - I	B	Xayar	Aksu	41.2330149243769	82.8326571775615	camp	sub-compound											
1016	Xayar - I	C	Xayar	Aksu	41.232513601986	82.8306186987102	detention center	sub-compound				44							
1017	Baicheng - I	B	Baicheng	Aksu	41.7705120670386	81.8246053920336	detention center	sub-compound				56							
1018	Baicheng - I	C	Baicheng	Aksu	41.7708630770339	81.8210541472979	camp	sub-compound				215							
1019	Luntai - I	B	Luntai	Bayingolin	41.8082358978357	84.2951083123731	prison - medium security	sub-compound				196							
1020	Fuyun - I	B	Fuyun	Altay	46.9979388559468	89.4958065394718	camp	sub-compound											
1021	Hejing - I	B	Hejing	Bayingolin	42.3112918512769	86.3138795164227	detention center	sub-compound				383							
1022	Hejing - I	C	Hejing	Bayingolin	42.3133705138339	86.2942200347624	camp	sub-compound											
1023	Tekes - I	B	Tekes	Ili	43.198491259557	81.8273857433775	camp	sub-compound				69							
1024	Jeminay - I	B	Jeminay	Altay	47.4371227046047	85.8597391004698	camp	sub-compound											
1025	Wuqia - I	B	Wuqia	Kizilsu	39.7246777145947	75.2629770138579	camp	sub-compound											
1026	Wuqia - I	C	Wuqia	Kizilsu	39.7237854132047	75.2630950310545	detention center	sub-compound											
1027	Shihezi - IV	B	Shihezi	XPCC	44.243948551386	85.9549468051809	camp	sub-compound											
1028	Artux - X		Artux	Kizilsu	39.6421767693601	75.987309990551	detention center	Satellite - strong				382							
1029	Yutian - VI		Yutian	Hotan	36.9950461702775	81.6730942527243	camp	Satellite - medium				14							
1030	Baijiantan - II		Baijiantan		45.6986868219182	85.1565217207205	camp	Satellite - strong				22							
1031	Qiemo - V		Qiemo	Bayingolin	38.1441806689848	85.5206445318021	camp	Satellite - medium				201							
1032	Shule - IX		Shule	Kashgar	39.3679537161606	76.0104279955109	detention center	Satellite - strong				380							
1033	Xayar - IV		Xayar	Aksu	41.2397550566751	82.7741344270545	camp	Satellite - medium				112							
1034	Changji - IX		Changji	Changji	44.1008317292623	86.9941240737672	detention center	sub-compound		Shawn Zhang	86	87				https://medium.com/@shawnwzhang/satellite-imagery-of-xinjiang-re-education-Pre-2016 programme - detention centre-86-8137ce0b8b82			
1035	Nilka - I	B	Nilka	Ili	43.8162611420859	82.5131966878897	camp	sub-compound				125							
1036	Makit - IV		Makit	Kashgar	38.9951001971493	77.668540114732	camp	Satellite - medium				361							
1037	Makit - V		Makit	Kashgar	38.9046190271304	77.6150985773116	camp	Satellite - medium				357							
1038	Lop - VII		Lop	Hotan	37.0500685886875	80.2296083965236	camp	Satellite - medium				350							
1039	Karakax - X		Karakax	Hotan	37.1467893875268	79.6553171973859	camp	Satellite - medium				358							
1040	Jimsar - II		Jimsar	Changji	44.0012441410527	89.2187985330882	camp	Satellite - medium				378							
1041	Qinghe - II		Qinghe	Altay	46.6755463751251	90.2935559642335	detention center	Satellite - strong				384							
1042	Bole - V		Bole	Bortala	44.8870399927925	81.9609963011359	camp	Satellite - strong				140							
1043	Shuimogou - II		Shuimogou	örÅmqi	43.8905727356175	87.6841446381766	camp	corroborated				150	XJV DB			https://shahit.biz/eng/#facilities			
1044	Wensu - VII		Wensu	Aksu	41.3826689467344	80.6835793763448	camp	Satellite - strong				151							
1045	Fuyun - II		Fuyun	Altay	47.0002803505177	89.5000337008793	camp	Satellite - medium				166							
1046	Xinshi - XII		Xinshi	örÅmqi	43.8955444318899	87.5751854827668	camp	Satellite - strong				263							
1047	Shuimogou - III		Shuimogou	örÅmqi	43.822241843274	87.6929636850793	camp	Satellite - medium				270							
1048	Kunyu - IV		Kunyu	XPCC	37.6881305263445	78.47380943549	camp	Satellite - medium				362							
1049	Pishan - V		Pishan	Hotan	37.6162577149658	78.2770489636176	camp	Satellite - medium				363							
1050	Fuhai - V		Fuhai	Altay	46.8936849728891	87.8409886399659	prison - medium security	corroborated				372			Laogai handbook	https://web.archive.org/web/20120228232013/http://www.laogai.it/wp-content/uploads/2009/06/laogai-handbook.pdf			
1051	Bole - VI		Bole	Bortala	44.8198352192956	82.1994498704852	detention center	Satellite - strong				376							
1052	Tiemenguan - V		Tiemenguan	XPCC	41.7967404681759	85.8888784672327		Pre-2016 programme											
1054	Shache - XIII		Shache	Kashgar	38.3893967357576	77.2712585429033	camp	Satellite - medium											
1055	Changji - I	B	Changji	Changji	44.1042216344847	86.9993812034364	detention center	sub-compound											
1056	Hutubi - I	C	Hutubi	Changji	44.2070038821481	86.892646355198	detention center	sub-compound											
1057	Hutubi - I	B	Hutubi	Changji	44.2064977036119	86.8926141686898	detention center	sub-compound											
1058	Xinyuan 6 - VI		Xinyuan	Ili	43.4633781041669	83.2798425671888	detention center	Satellite - strong											
1059	Yizhou - I	B	Yizhou	Hami	42.8627487748825	93.5178889579257	prison - medium security	sub-compound											
1060	Gongliu - I	B	Gongliu	Ili	43.5206273362398	82.209001808508	detention center	sub-compound											
1061	Yining City - II	B	Yining City	Ili	43.9031111190735	81.3879511425325	detention center	sub-compound											
1062	Toli - I	B	Toli	Tacheng	45.9201282739594	83.6033318503833	detention center	sub-compound											
1063	Mori - I	B	Mori	Changji	43.8199609542737	90.2837023635566	detention center	sub-compound											
1064	Jimsar - I	B	Jimsar	Changji	43.9852557045184	89.1412021245193	detention center	sub-compound											
1065	Akqi - I	B	Akqi	Kizilsu	40.9335705329045	78.442904101108	camp	sub-compound											
1066	Karakax - II	B	Karakax	Hotan	37.2777166466817	79.7459593663064	camp	sub-compound											
1067	Xinshi - XIII	B	Xinshi	örÅmqi	43.9405394524889	87.5741783958341	prison - medium security	sub-compound											
1068	Pishan - II	B	Pishan	Hotan	37.5823595373765	78.2838575728399	camp	sub-compound											
1069	Yiwu - II	B	Yiwu	Hami	43.2314769671922	94.6619308709211	detention center	sub-compound											
1070	Pishan - I	B	Pishan	Hotan	37.5689125914929	78.2418291030741	detention center	sub-compound											
1071	Yanqi - II	B	Yanqi	Bayingolin	42.0497426890446	86.5471499875537	camp	sub-compound											
1072	Qinghe - III		Qinghe	Altay	46.6764591766132	90.2957446467897	prison - medium security	Satellite - strong				109							
1073	Artux - XI		Artux	Kizilsu	39.6402600344745	75.988382874157	camp	Satellite - strong											
1074	Taxkorgan - I	B	Taxkorgan	Kashgar	37.7798383910066	75.2282061619722	detention center	sub-compound											
1075	Akto - III	B	Akto	Kizilsu	39.1149844452038	75.9257704450167	detention center	sub-compound											
1076			Xayar	Aksu	41.0294784573195	82.9266114876397		Pre-2016 programme					XJV DB			https://shahit.biz/eng/#facilities			
1077	Qitai - III		Qitai	Changji	43.9882292199745	89.6048305496563	camp	corroborated					XJV DB			https://shahit.biz/eng/#facilities			
1078	Karamay - IV		Karamay	Karamay	45.616037284087	84.8377043203652	camp	probably closed					XJV DB			https://shahit.biz/eng/#facilities			
1079			Shawan	Tacheng	44.5196927899733	85.4623711274156		Pre-2016 programme					XJV DB			https://shahit.biz/eng/#facilities			
1080			Shawan	Tacheng	44.5183391180277	85.4341768410716		Pre-2016 programme					XJV DB			https://shahit.biz/eng/#facilities			
1081	Emin - IV		Emin	Tacheng	46.5663237350559	83.6555177646048	camp	probably closed											
1082	Korla - IX		Korla	Bayingolin	41.729202	86.108389	detention center	closed						BuzzFeed News					
1083	Awat - V		Awat	Aksu	40.637168	80.266755	detention center	corroborated					XJV DB			https://shahit.biz/eng/#facilities			
